onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,divs_pq
301.5,0.25,301.5,0.25,9648,8,81,1,n1644,32
301.75,0.25,301.75,0.25,9656,8,83,1,n1645,32
302.0,0.5,302.0,0.5,9664,16,79,1,n1646,32
304.0,0.25,304.0,0.25,9728,8,43,1,n1647,32
304.0,1.0,304.0,1.0,9728,32,58,1,n1648,32
304.0,1.0,304.0,1.0,9728,32,62,1,n1646,32
304.0,1.0,304.0,1.0,9728,32,67,1,n1645,32
304.25,0.25,304.25,0.25,9736,8,55,1,n1649,32
304.5,0.25,304.5,0.25,9744,8,54,1,n1650,32
304.75,0.25,304.75,0.25,9752,8,55,1,n1651,32
305.0,0.5,305.0,0.5,9760,16,43,1,n1652,32
305.5,0.25,305.5,0.25,9776,8,67,1,n1653,32
305.75,0.25,305.75,0.25,9784,8,62,1,n1654,32
306.0,0.25,306.0,0.25,9792,8,70,1,n1655,32
306.25,0.25,306.25,0.25,9800,8,67,1,n1656,32
306.5,0.25,306.5,0.25,9808,8,74,1,n1657,32
306.75,0.25,306.75,0.25,9816,8,70,1,n1658,32
307.0,0.25,307.0,0.25,9824,8,79,1,n1659,32
307.25,0.25,307.25,0.25,9832,8,74,1,n1660,32
307.5,0.25,307.5,0.25,9840,8,70,1,n1661,32
307.75,0.25,307.75,0.25,9848,8,67,1,n1662,32
308.0,0.25,308.0,0.25,9856,8,43,1,n1663,32
308.0,1.0,308.0,1.0,9856,32,64,1,n1666,32
308.0,1.0,308.0,1.0,9856,32,69,1,n1665,32
308.0,1.0,308.0,1.0,9856,32,73,1,n1664,32
308.25,0.25,308.25,0.25,9864,8,55,1,n1667,32
308.5,0.25,308.5,0.25,9872,8,54,1,n1668,32
308.75,0.25,308.75,0.25,9880,8,55,1,n1669,32
309.0,0.5,309.0,0.5,9888,16,43,1,n1670,32
309.5,0.25,309.5,0.25,9904,8,69,1,n1671,32
309.75,0.25,309.75,0.25,9912,8,64,1,n1672,32
310.0,0.25,310.0,0.25,9920,8,73,1,n1673,32
310.25,0.25,310.25,0.25,9928,8,69,1,n1674,32
310.5,0.25,310.5,0.25,9936,8,76,1,n1675,32
310.75,0.25,310.75,0.25,9944,8,73,1,n1676,32
311.0,0.25,311.0,0.25,9952,8,81,1,n1677,32
311.25,0.25,311.25,0.25,9960,8,76,1,n1678,32
311.5,0.25,311.5,0.25,9968,8,73,1,n1679,32
311.75,0.25,311.75,0.25,9976,8,69,1,n1680,32
312.0,0.25,312.0,0.25,9984,8,41,1,n1683,32
312.0,1.0,312.0,1.0,9984,32,65,1,n1684,32
312.0,1.0,312.0,1.0,9984,32,69,1,n1682,32
312.0,1.0,312.0,1.0,9984,32,74,1,n1681,32
312.25,0.25,312.25,0.25,9992,8,53,1,n1685,32
312.5,0.25,312.5,0.25,10000,8,52,1,n1686,32
312.75,0.25,312.75,0.25,10008,8,53,1,n1687,32
313.0,0.5,313.0,0.5,10016,16,41,1,n1688,32
313.5,0.25,313.5,0.25,10032,8,69,1,n1689,32
313.75,0.25,313.75,0.25,10040,8,65,1,n1690,32
314.0,0.25,314.0,0.25,10048,8,74,1,n1691,32
314.25,0.25,314.25,0.25,10056,8,69,1,n1692,32
314.5,0.25,314.5,0.25,10064,8,77,1,n1693,32
314.75,0.25,314.75,0.25,10072,8,74,1,n1694,32
315.0,0.25,315.0,0.25,10080,8,81,1,n1695,32
315.25,0.25,315.25,0.25,10088,8,77,1,n1696,32
315.5,0.25,315.5,0.25,10096,8,74,1,n1697,32
315.75,0.25,315.75,0.25,10104,8,69,1,n1698,32
316.0,0.25,316.0,0.25,10112,8,41,1,n1699,32
316.0,1.0,316.0,1.0,10112,32,62,1,n1702,32
316.0,1.0,316.0,1.0,10112,32,67,1,n1701,32
316.0,1.0,316.0,1.0,10112,32,71,1,n1700,32
316.25,0.25,316.25,0.25,10120,8,53,1,n1704,32
316.5,0.25,316.5,0.25,10128,8,52,1,n1705,32
316.75,0.25,316.75,0.25,10136,8,53,1,n1706,32
317.0,0.5,317.0,0.5,10144,16,41,1,n1707,32
317.5,0.25,317.5,0.25,10160,8,67,1,n1708,32
317.75,0.25,317.75,0.25,10168,8,62,1,n1709,32
318.0,0.25,318.0,0.25,10176,8,71,1,n1710,32
318.25,0.25,318.25,0.25,10184,8,67,1,n1711,32
318.5,0.25,318.5,0.25,10192,8,74,1,n1712,32
318.75,0.25,318.75,0.25,10200,8,71,1,n1713,32
319.0,0.25,319.0,0.25,10208,8,79,1,n1714,32
319.25,0.25,319.25,0.25,10216,8,74,1,n1715,32
319.5,0.25,319.5,0.25,10224,8,71,1,n1716,32
319.75,0.25,319.75,0.25,10232,8,67,1,n1717,32
320.0,0.25,320.0,0.25,10240,8,40,1,n1718,32
320.0,1.0,320.0,1.0,10240,32,64,1,n1720,32
320.0,1.0,320.0,1.0,10240,32,67,1,n1719,32
320.0,1.0,320.0,1.0,10240,32,72,1,n1721,32
320.25,0.25,320.25,0.25,10248,8,52,1,n1722,32
320.5,0.25,320.5,0.25,10256,8,50,1,n1723,32
320.75,0.25,320.75,0.25,10264,8,52,1,n1724,32
321.0,0.5,321.0,0.5,10272,16,40,1,n1725,32
321.5,0.25,321.5,0.25,10288,8,67,1,n1726,32
321.75,0.25,321.75,0.25,10296,8,64,1,n1727,32
322.0,0.25,322.0,0.25,10304,8,72,1,n1728,32
322.25,0.25,322.25,0.25,10312,8,67,1,n1729,32
322.5,0.25,322.5,0.25,10320,8,76,1,n1730,32
322.75,0.25,322.75,0.25,10328,8,72,1,n1731,32
323.0,0.25,323.0,0.25,10336,8,79,1,n1732,32
323.25,0.25,323.25,0.25,10344,8,76,1,n1733,32
323.5,0.25,323.5,0.25,10352,8,72,1,n1734,32
323.75,0.25,323.75,0.25,10360,8,67,1,n1735,32
324.0,0.25,324.0,0.25,10368,8,38,1,n1738,32
324.0,1.0,324.0,1.0,10368,32,62,1,n1737,32
324.0,1.0,324.0,1.0,10368,32,65,1,n1739,32
324.0,1.0,324.0,1.0,10368,32,70,1,n1736,32
324.25,0.25,324.25,0.25,10376,8,50,1,n1740,32
324.5,0.25,324.5,0.25,10384,8,49,1,n1741,32
324.75,0.25,324.75,0.25,10392,8,50,1,n1742,32
325.0,0.5,325.0,0.5,10400,16,38,1,n1743,32
325.5,0.25,325.5,0.25,10416,8,65,1,n1744,32
325.75,0.25,325.75,0.25,10424,8,62,1,n1745,32
326.0,0.25,326.0,0.25,10432,8,70,1,n1746,32
326.25,0.25,326.25,0.25,10440,8,65,1,n1747,32
326.5,0.25,326.5,0.25,10448,8,74,1,n1748,32
326.75,0.25,326.75,0.25,10456,8,70,1,n1749,32
327.0,0.25,327.0,0.25,10464,8,77,1,n1750,32
327.25,0.25,327.25,0.25,10472,8,74,1,n1751,32
327.5,0.25,327.5,0.25,10480,8,82,1,n1752,32
327.75,0.25,327.75,0.25,10488,8,81,1,n1753,32
328.0,1.0,328.0,1.0,10496,32,40,1,n1756,32
328.0,1.0,328.0,1.0,10496,32,52,1,n1755,32
328.0,0.25,328.0,0.25,10496,8,80,1,n1754,32
328.25,0.25,328.25,0.25,10504,8,83,1,n1757,32
328.5,0.25,328.5,0.25,10512,8,77,1,n1758,32
328.75,0.25,328.75,0.25,10520,8,83,1,n1759,32
329.0,0.25,329.0,0.25,10528,8,76,1,n1760,32
329.25,0.25,329.25,0.25,10536,8,83,1,n1761,32
329.5,0.5,329.5,0.5,10544,16,56,1,n1763,32
329.5,0.25,329.5,0.25,10544,8,74,1,n1762,32
329.75,0.25,329.75,0.25,10552,8,83,1,n1764,32
330.0,0.25,330.0,0.25,10560,8,57,1,n1766,32
330.0,1.0,330.0,1.0,10560,32,72,1,n1765,32
330.25,0.25,330.25,0.25,10568,8,60,1,n1767,32
330.5,0.25,330.5,0.25,10576,8,55,1,n1768,32
330.75,0.25,330.75,0.25,10584,8,60,1,n1769,32
331.0,0.25,331.0,0.25,10592,8,54,1,n1770,32
331.0,0.5,331.0,0.5,10592,16,81,1,n1771,32
331.25,0.25,331.25,0.25,10600,8,60,1,n1772,32
331.5,0.25,331.5,0.25,10608,8,51,1,n1774,32
331.5,0.5,331.5,0.5,10608,16,79,1,n1773,32
331.75,0.25,331.75,0.25,10616,8,60,1,n1776,32
332.0,1.0,332.0,1.0,10624,32,50,1,n1778,32
332.0,0.25,332.0,0.25,10624,8,78,1,n1779,32
332.25,0.25,332.25,0.25,10632,8,81,1,n1780,32
332.5,0.25,332.5,0.25,10640,8,75,1,n1781,32
332.75,0.25,332.75,0.25,10648,8,81,1,n1782,32
333.0,0.25,333.0,0.25,10656,8,74,1,n1783,32
333.25,0.25,333.25,0.25,10664,8,81,1,n1784,32
333.5,0.5,333.5,0.5,10672,16,54,1,n1786,32
333.5,0.25,333.5,0.25,10672,8,72,1,n1785,32
333.75,0.25,333.75,0.25,10680,8,81,1,n1787,32
334.0,0.25,334.0,0.25,10688,8,55,1,n1789,32
334.0,1.0,334.0,1.0,10688,32,70,1,n1788,32
334.25,0.25,334.25,0.25,10696,8,58,1,n1790,32
334.5,0.25,334.5,0.25,10704,8,53,1,n1791,32
334.75,0.25,334.75,0.25,10712,8,58,1,n1792,32
335.0,0.25,335.0,0.25,10720,8,52,1,n1793,32
335.0,0.5,335.0,0.5,10720,16,79,1,n1794,32
335.25,0.25,335.25,0.25,10728,8,58,1,n1795,32
335.5,0.25,335.5,0.25,10736,8,50,1,n1797,32
335.5,0.5,335.5,0.5,10736,16,77,1,n1796,32
335.75,0.25,335.75,0.25,10744,8,58,1,n1799,32
336.0,1.0,336.0,1.0,10752,32,48,1,n1802,32
336.0,0.25,336.0,0.25,10752,8,76,1,n1801,32
336.25,0.25,336.25,0.25,10760,8,79,1,n1803,32
336.5,0.25,336.5,0.25,10768,8,74,1,n1804,32
336.75,0.25,336.75,0.25,10776,8,79,1,n1805,32
337.0,0.25,337.0,0.25,10784,8,72,1,n1806,32
337.25,0.25,337.25,0.25,10792,8,79,1,n1807,32
337.5,0.5,337.5,0.5,10800,16,52,1,n1809,32
337.5,0.25,337.5,0.25,10800,8,70,1,n1808,32
337.75,0.25,337.75,0.25,10808,8,79,1,n1810,32
338.0,0.25,338.0,0.25,10816,8,53,1,n1811,32
338.0,1.0,338.0,1.0,10816,32,69,1,n1812,32
338.25,0.25,338.25,0.25,10824,8,60,1,n1813,32
338.5,0.25,338.5,0.25,10832,8,58,1,n1814,32
338.75,0.25,338.75,0.25,10840,8,57,1,n1815,32
339.0,0.25,339.0,0.25,10848,8,58,1,n1816,32
339.25,0.25,339.25,0.25,10856,8,60,1,n1817,32
339.5,0.25,339.5,0.25,10864,8,62,1,n1818,32
339.75,0.25,339.75,0.25,10872,8,64,1,n1819,32
340.0,0.25,340.0,0.25,10880,8,65,1,n1820,32
340.25,0.25,340.25,0.25,10888,8,72,1,n1821,32
340.5,0.25,340.5,0.25,10896,8,69,1,n1823,32
340.5,0.25,340.5,0.25,10896,8,81,1,n1822,32
340.75,0.25,340.75,0.25,10904,8,72,1,n1825,32
340.75,0.25,340.75,0.25,10904,8,83,1,n1824,32
341.0,0.25,341.0,0.25,10912,8,65,1,n1827,32
341.0,0.5,341.0,0.5,10912,16,84,1,n1826,32
341.25,0.25,341.25,0.25,10920,8,72,1,n1828,32
341.5,0.25,341.5,0.25,10928,8,69,1,n1829,32
341.5,0.5,341.5,0.5,10928,16,84,1,n1830,32
341.75,0.25,341.75,0.25,10936,8,72,1,n1831,32
342.0,0.25,342.0,0.25,10944,8,64,1,n1832,32
342.0,1.0,342.0,1.0,10944,32,84,1,n1833,32
342.25,0.25,342.25,0.25,10952,8,72,1,n1834,32
342.5,0.25,342.5,0.25,10960,8,67,1,n1835,32
342.75,0.25,342.75,0.25,10968,8,72,1,n1836,32
343.0,0.25,343.0,0.25,10976,8,64,1,n1838,32
343.0,0.5,343.0,0.5,10976,16,79,1,n1837,32
343.25,0.25,343.25,0.25,10984,8,72,1,n1839,32
343.5,0.25,343.5,0.25,10992,8,67,1,n1840,32
343.75,0.25,343.75,0.25,11000,8,72,1,n1841,32
344.0,0.25,344.0,0.25,11008,8,62,1,n1843,32
344.0,1.5,344.0,1.5,11008,48,77,1,n1842,32
344.25,0.25,344.25,0.25,11016,8,71,1,n1845,32
344.5,0.25,344.5,0.25,11024,8,67,1,n1848,32
344.75,0.25,344.75,0.25,11032,8,71,1,n1851,32
344.75,0.125,344.75,0.125,11032,4,76,1,n1850,32
344.875,0.125,344.875,0.125,11036,4,77,1,n1852,32
345.0,0.25,345.0,0.25,11040,8,62,1,n1853,32
345.0,0.5,345.0,0.5,11040,16,79,1,n1854,32
345.25,0.25,345.25,0.25,11048,8,71,1,n1855,32
345.5,0.25,345.5,0.25,11056,8,67,1,n1857,32
345.5,0.5,345.5,0.5,11056,16,77,1,n1856,32
345.75,0.25,345.75,0.25,11064,8,71,1,n1858,32
346.0,0.25,346.0,0.25,11072,8,60,1,n1860,32
346.0,1.0,346.0,1.0,11072,32,75,1,n1859,32
346.25,0.25,346.25,0.25,11080,8,72,1,n1861,32
346.5,0.25,346.5,0.25,11088,8,67,1,n1862,32
346.75,0.25,346.75,0.25,11096,8,72,1,n1863,32
347.0,0.25,347.0,0.25,11104,8,60,1,n1865,32
347.0,0.5,347.0,0.5,11104,16,76,1,n1864,32
347.25,0.25,347.25,0.25,11112,8,72,1,n1866,32
347.5,0.25,347.5,0.25,11120,8,67,1,n1867,32
347.75,0.25,347.75,0.25,11128,8,72,1,n1868,32
348.0,0.25,348.0,0.25,11136,8,60,1,n1869,32
348.25,0.25,348.25,0.25,11144,8,67,1,n1870,32
348.5,0.25,348.5,0.25,11152,8,64,1,n1871,32
348.5,0.25,348.5,0.25,11152,8,76,1,n1872,32
348.75,0.25,348.75,0.25,11160,8,67,1,n1874,32
348.75,0.25,348.75,0.25,11160,8,77,1,n1873,32
349.0,0.25,349.0,0.25,11168,8,60,1,n1876,32
349.0,0.5,349.0,0.5,11168,16,79,1,n1875,32
349.25,0.25,349.25,0.25,11176,8,67,1,n1877,32
349.5,0.25,349.5,0.25,11184,8,64,1,n1879,32
349.5,0.5,349.5,0.5,11184,16,79,1,n1878,32
349.75,0.25,349.75,0.25,11192,8,67,1,n1880,32
350.0,0.25,350.0,0.25,11200,8,59,1,n1881,32
350.0,1.0,350.0,1.0,11200,32,79,1,n1882,32
350.25,0.25,350.25,0.25,11208,8,67,1,n1883,32
350.5,0.25,350.5,0.25,11216,8,62,1,n1884,32
350.75,0.25,350.75,0.25,11224,8,67,1,n1885,32
351.0,0.25,351.0,0.25,11232,8,59,1,n1887,32
351.0,0.5,351.0,0.5,11232,16,74,1,n1886,32
351.25,0.25,351.25,0.25,11240,8,67,1,n1888,32
351.5,0.25,351.5,0.25,11248,8,62,1,n1889,32
351.75,0.25,351.75,0.25,11256,8,67,1,n1890,32
352.0,0.25,352.0,0.25,11264,8,57,1,n1892,32
352.0,1.5,352.0,1.5,11264,48,72,1,n1891,32
352.25,0.25,352.25,0.25,11272,8,66,1,n1894,32
352.5,0.25,352.5,0.25,11280,8,60,1,n1897,32
352.75,0.25,352.75,0.25,11288,8,66,1,n1900,32
352.75,0.125,352.75,0.125,11288,4,71,1,n1899,32
352.875,0.125,352.875,0.125,11292,4,72,1,n1901,32
353.0,0.25,353.0,0.25,11296,8,57,1,n1902,32
353.0,0.5,353.0,0.5,11296,16,74,1,n1903,32
353.25,0.25,353.25,0.25,11304,8,66,1,n1904,32
353.5,0.25,353.5,0.25,11312,8,60,1,n1905,32
353.5,0.5,353.5,0.5,11312,16,72,1,n1906,32
353.75,0.25,353.75,0.25,11320,8,66,1,n1907,32
354.0,1.0,354.0,1.0,11328,32,55,1,n1909,32
354.0,1.0,354.0,1.0,11328,32,67,1,n1910,32
354.0,0.25,354.0,0.25,11328,8,71,1,n1908,32
354.25,0.25,354.25,0.25,11336,8,67,1,n1911,32
354.5,0.25,354.5,0.25,11344,8,72,1,n1912,32
354.75,0.25,354.75,0.25,11352,8,69,1,n1913,32
355.0,0.25,355.0,0.25,11360,8,74,1,n1914,32
355.25,0.25,355.25,0.25,11368,8,71,1,n1915,32
355.5,0.25,355.5,0.25,11376,8,76,1,n1916,32
355.75,0.25,355.75,0.25,11384,8,72,1,n1917,32
356.0,0.25,356.0,0.25,11392,8,43,1,n1920,32
356.0,1.0,356.0,1.0,11392,32,74,1,n1919,32
356.0,1.0,356.0,1.0,11392,32,77,1,n1918,32
356.25,0.25,356.25,0.25,11400,8,55,1,n1921,32
356.5,0.25,356.5,0.25,11408,8,54,1,n1922,32
356.75,0.25,356.75,0.25,11416,8,55,1,n1923,32
357.0,0.25,357.0,0.25,11424,8,57,1,n1926,32
357.0,1.0,357.0,1.0,11424,32,77,1,n1925,32
357.0,1.0,357.0,1.0,11424,32,86,1,n1924,32
357.25,0.25,357.25,0.25,11432,8,55,1,n1927,32
357.5,0.25,357.5,0.25,11440,8,54,1,n1928,32
357.75,0.25,357.75,0.25,11448,8,55,1,n1929,32
358.0,1.0,358.0,1.0,11456,32,43,1,n1930,32
358.0,0.25,358.0,0.25,11456,8,76,1,n1931,32
358.25,0.25,358.25,0.25,11464,8,72,1,n1932,32
358.5,0.25,358.5,0.25,11472,8,77,1,n1933,32
358.75,0.25,358.75,0.25,11480,8,74,1,n1934,32
359.0,0.25,359.0,0.25,11488,8,79,1,n1935,32
359.25,0.25,359.25,0.25,11496,8,76,1,n1936,32
359.5,0.25,359.5,0.25,11504,8,81,1,n1937,32
359.75,0.25,359.75,0.25,11512,8,77,1,n1938,32
360.0,0.25,360.0,0.25,11520,8,43,1,n1939,32
360.0,1.0,360.0,1.0,11520,32,76,1,n1941,32
360.0,1.0,360.0,1.0,11520,32,79,1,n1940,32
360.25,0.25,360.25,0.25,11528,8,55,1,n1942,32
360.5,0.25,360.5,0.25,11536,8,54,1,n1943,32
360.75,0.25,360.75,0.25,11544,8,55,1,n1944,32
361.0,0.25,361.0,0.25,11552,8,57,1,n1947,32
361.0,1.0,361.0,1.0,11552,32,76,1,n1945,32
361.0,1.0,361.0,1.0,11552,32,84,1,n1946,32
361.25,0.25,361.25,0.25,11560,8,55,1,n1948,32
361.5,0.25,361.5,0.25,11568,8,54,1,n1949,32
361.75,0.25,361.75,0.25,11576,8,55,1,n1950,32
362.0,1.0,362.0,1.0,11584,32,43,1,n1952,32
362.0,0.25,362.0,0.25,11584,8,71,1,n1951,32
362.25,0.25,362.25,0.25,11592,8,67,1,n1953,32
362.5,0.25,362.5,0.25,11600,8,72,1,n1954,32
362.75,0.25,362.75,0.25,11608,8,69,1,n1955,32
363.0,0.25,363.0,0.25,11616,8,74,1,n1956,32
363.25,0.25,363.25,0.25,11624,8,71,1,n1957,32
363.5,0.25,363.5,0.25,11632,8,76,1,n1958,32
363.75,0.25,363.75,0.25,11640,8,72,1,n1959,32
364.0,0.25,364.0,0.25,11648,8,55,1,n1960,32
364.0,1.0,364.0,1.0,11648,32,74,1,n1962,32
364.0,1.0,364.0,1.0,11648,32,77,1,n1961,32
364.25,0.25,364.25,0.25,11656,8,67,1,n1963,32
364.5,0.25,364.5,0.25,11664,8,66,1,n1964,32
364.75,0.25,364.75,0.25,11672,8,67,1,n1965,32
365.0,0.25,365.0,0.25,11680,8,69,1,n1966,32
365.0,1.0,365.0,1.0,11680,32,77,1,n1968,32
365.0,1.0,365.0,1.0,11680,32,86,1,n1967,32
365.25,0.25,365.25,0.25,11688,8,67,1,n1969,32
365.5,0.25,365.5,0.25,11696,8,66,1,n1970,32
365.75,0.25,365.75,0.25,11704,8,67,1,n1971,32
366.0,1.0,366.0,1.0,11712,32,55,1,n1973,32
366.0,0.25,366.0,0.25,11712,8,76,1,n1972,32
366.25,0.25,366.25,0.25,11720,8,72,1,n1974,32
366.5,0.25,366.5,0.25,11728,8,77,1,n1975,32
366.75,0.25,366.75,0.25,11736,8,74,1,n1976,32
367.0,0.25,367.0,0.25,11744,8,79,1,n1977,32
367.25,0.25,367.25,0.25,11752,8,76,1,n1978,32
367.5,0.25,367.5,0.25,11760,8,81,1,n1979,32
367.75,0.25,367.75,0.25,11768,8,77,1,n1980,32
368.0,0.25,368.0,0.25,11776,8,55,1,n1981,32
368.0,1.0,368.0,1.0,11776,32,76,1,n1983,32
368.0,1.0,368.0,1.0,11776,32,79,1,n1982,32
368.25,0.25,368.25,0.25,11784,8,67,1,n1984,32
368.5,0.25,368.5,0.25,11792,8,66,1,n1985,32
368.75,0.25,368.75,0.25,11800,8,67,1,n1986,32
369.0,0.25,369.0,0.25,11808,8,69,1,n1989,32
369.0,1.0,369.0,1.0,11808,32,76,1,n1988,32
369.0,1.0,369.0,1.0,11808,32,84,1,n1987,32
369.25,0.25,369.25,0.25,11816,8,67,1,n1990,32
369.5,0.25,369.5,0.25,11824,8,66,1,n1991,32
369.75,0.25,369.75,0.25,11832,8,67,1,n1992,32
370.0,1.0,370.0,1.0,11840,32,55,1,n1993,32
370.0,0.25,370.0,0.25,11840,8,74,1,n1995,32
370.0,0.25,370.0,0.25,11840,8,83,1,n1994,32
370.25,0.25,370.25,0.25,11848,8,79,1,n1996,32
370.5,0.25,370.5,0.25,11856,8,78,1,n1997,32
370.75,0.25,370.75,0.25,11864,8,79,1,n1998,32
371.0,0.25,371.0,0.25,11872,8,84,1,n1999,32
371.25,0.25,371.25,0.25,11880,8,79,1,n2000,32
371.5,0.25,371.5,0.25,11888,8,76,1,n2001,32
371.75,0.25,371.75,0.25,11896,8,72,1,n2002,32
372.0,0.25,372.0,0.25,11904,8,79,1,n2003,32
372.25,0.25,372.25,0.25,11912,8,55,1,n2005,32
372.25,0.25,372.25,0.25,11912,8,67,1,n2004,32
372.5,0.25,372.5,0.25,11920,8,54,1,n2007,32
372.5,0.25,372.5,0.25,11920,8,66,1,n2006,32
372.75,0.25,372.75,0.25,11928,8,55,1,n2009,32
372.75,0.25,372.75,0.25,11928,8,67,1,n2008,32
373.0,0.25,373.0,0.25,11936,8,60,1,n2010,32
373.0,0.25,373.0,0.25,11936,8,72,1,n2011,32
373.25,0.25,373.25,0.25,11944,8,55,1,n2012,32
373.25,0.25,373.25,0.25,11944,8,67,1,n2013,32
373.5,0.25,373.5,0.25,11952,8,52,1,n2014,32
373.5,0.25,373.5,0.25,11952,8,64,1,n2015,32
373.75,0.25,373.75,0.25,11960,8,48,1,n2017,32
373.75,0.25,373.75,0.25,11960,8,60,1,n2016,32
374.0,1.0,374.0,1.0,11968,32,43,1,n2019,32
374.0,0.25,374.0,0.25,11968,8,67,1,n2018,32
374.25,0.25,374.25,0.25,11976,8,55,1,n2020,32
374.5,0.25,374.5,0.25,11984,8,57,1,n2021,32
374.75,0.25,374.75,0.25,11992,8,59,1,n2022,32
375.0,0.25,375.0,0.25,12000,8,60,1,n2023,32
375.25,0.25,375.25,0.25,12008,8,62,1,n2024,32
375.5,0.25,375.5,0.25,12016,8,64,1,n2025,32
375.75,0.25,375.75,0.25,12024,8,66,1,n2026,32
376.0,0.25,376.0,0.25,12032,8,67,1,n2027,32
376.25,0.25,376.25,0.25,12040,8,69,1,n2028,32
376.5,0.25,376.5,0.25,12048,8,71,1,n2029,32
376.75,0.25,376.75,0.25,12056,8,72,1,n2030,32
377.0,0.25,377.0,0.25,12064,8,74,1,n2031,32
377.25,0.25,377.25,0.25,12072,8,76,1,n2032,32
377.5,0.25,377.5,0.25,12080,8,78,1,n2033,32
377.75,0.25,377.75,0.25,12088,8,79,1,n2034,32
378.0,0.25,378.0,0.25,12096,8,80,1,n2035,32
378.25,0.25,378.25,0.25,12104,8,81,1,n2036,32
378.5,0.25,378.5,0.25,12112,8,77,1,n2037,32
378.75,0.25,378.75,0.25,12120,8,74,1,n2038,32
379.0,0.25,379.0,0.25,12128,8,76,1,n2039,32
379.25,0.25,379.25,0.25,12136,8,77,1,n2040,32
379.5,0.25,379.5,0.25,12144,8,74,1,n2041,32
379.75,0.25,379.75,0.25,12152,8,71,1,n2042,32
380.0,0.25,380.0,0.25,12160,8,48,1,n2044,32
380.0,1.0,380.0,1.0,12160,32,64,1,n2043,32
380.0,1.0,380.0,1.0,12160,32,67,1,n2045,32
380.0,1.0,380.0,1.0,12160,32,72,1,n2046,32
380.25,0.25,380.25,0.25,12168,8,60,1,n2047,32
380.5,0.25,380.5,0.25,12176,8,59,1,n2048,32
380.75,0.25,380.75,0.25,12184,8,60,1,n2049,32
381.0,0.5,381.0,0.5,12192,16,48,1,n2050,32
381.5,0.25,381.5,0.25,12208,8,72,1,n2051,32
381.75,0.25,381.75,0.25,12216,8,71,1,n2052,32
382.0,0.25,382.0,0.25,12224,8,74,1,n2053,32
382.25,0.25,382.25,0.25,12232,8,72,1,n2054,32
382.5,0.25,382.5,0.25,12240,8,76,1,n2055,32
382.75,0.25,382.75,0.25,12248,8,74,1,n2056,32
383.0,0.25,383.0,0.25,12256,8,77,1,n2057,32
383.25,0.25,383.25,0.25,12264,8,76,1,n2058,32
383.5,0.25,383.5,0.25,12272,8,79,1,n2059,32
383.75,0.25,383.75,0.25,12280,8,77,1,n2060,32
384.0,1.0,384.0,1.0,12288,32,41,1,n2066,32
384.0,1.0,384.0,1.0,12288,32,53,1,n2065,32
384.0,1.0,384.0,1.0,12288,32,69,1,n2061,32
384.0,1.0,384.0,1.0,12288,32,74,1,n2062,32
384.0,1.0,384.0,1.0,12288,32,77,1,n2064,32
384.0,1.0,384.0,1.0,12288,32,81,1,n2063,32
385.0,0.25,385.0,0.25,12320,8,79,1,n2067,32
385.25,0.25,385.25,0.25,12328,8,77,1,n2068,32
385.5,0.25,385.5,0.25,12336,8,76,1,n2069,32
385.75,0.25,385.75,0.25,12344,8,74,1,n2070,32
386.0,0.25,386.0,0.25,12352,8,72,1,n2071,32
386.25,0.25,386.25,0.25,12360,8,71,1,n2074,32
386.5,0.5,386.5,0.5,12368,16,52,1,n2075,32
386.5,0.25,386.5,0.25,12368,8,72,1,n2076,32
386.75,0.25,386.75,0.25,12376,8,76,1,n2077,32
387.0,0.5,387.0,0.5,12384,16,53,1,n2078,32
387.0,0.25,387.0,0.25,12384,8,74,1,n2079,32
387.25,0.25,387.25,0.25,12392,8,77,1,n2080,32
387.5,0.5,387.5,0.5,12400,16,55,1,n2082,32
387.5,0.25,387.5,0.25,12400,8,71,1,n2081,32
387.75,0.25,387.75,0.25,12408,8,74,1,n2083,32
388.0,0.25,388.0,0.25,12416,8,48,1,n2085,32
388.0,1.0,388.0,1.0,12416,32,64,1,n2084,32
388.0,1.0,388.0,1.0,12416,32,67,1,n2086,32
388.0,1.0,388.0,1.0,12416,32,72,1,n2087,32
388.25,0.25,388.25,0.25,12424,8,60,1,n2088,32
388.5,0.25,388.5,0.25,12432,8,59,1,n2089,32
388.75,0.25,388.75,0.25,12440,8,60,1,n2090,32
389.0,0.5,389.0,0.5,12448,16,48,1,n2091,32
389.5,0.25,389.5,0.25,12464,8,72,1,n2092,32
389.75,0.25,389.75,0.25,12472,8,71,1,n2093,32
390.0,0.25,390.0,0.25,12480,8,74,1,n2094,32
390.25,0.25,390.25,0.25,12488,8,72,1,n2095,32
390.5,0.25,390.5,0.25,12496,8,76,1,n2096,32
390.75,0.25,390.75,0.25,12504,8,74,1,n2097,32
391.0,0.25,391.0,0.25,12512,8,77,1,n2098,32
391.25,0.25,391.25,0.25,12520,8,76,1,n2099,32
391.5,0.25,391.5,0.25,12528,8,79,1,n2100,32
391.75,0.25,391.75,0.25,12536,8,77,1,n2101,32
392.0,1.0,392.0,1.0,12544,32,41,1,n2106,32
392.0,1.0,392.0,1.0,12544,32,53,1,n2107,32
392.0,1.0,392.0,1.0,12544,32,69,1,n2102,32
392.0,1.0,392.0,1.0,12544,32,74,1,n2103,32
