idx,matchtype,partid,ppartid
1953,0,n1919,1919
1954,0,n1918,1918
1955,0,n1921,1921
1956,1,n1922,undefined
1957,1,n1923,undefined
1958,1,n1926,undefined
1959,0,n1925,1925
1960,0,n1924,1924
1961,0,n1927,1923
1962,0,n1927,1927
1963,0,n1928,1928
1964,0,n1929,1929
1965,0,n1930,1930
1966,0,n1931,1931
1967,0,n1932,1932
1968,0,n1933,1933
1969,0,n1934,1934
1970,0,n1935,1935
1971,0,n1936,1936
1972,0,n1937,1937
1973,0,n1938,1938
1974,0,n1939,1939
1975,0,n1941,1941
1976,0,n1941,1945
1977,0,n1940,1940
1978,0,n1942,1942
1979,0,n1943,1943
1980,0,n1944,1944
1981,0,n1947,1947
1982,1,n1945,undefined
1983,0,n1946,1946
1984,0,n1948,1948
1985,0,n1949,1949
1986,0,n1950,1950
1987,0,n1952,1952
1988,0,n1951,1951
1989,0,n1953,1953
1990,0,n1954,1954
1991,0,n1955,1955
1992,0,n1956,1956
1993,0,n1957,1957
1994,0,n1958,1958
1995,0,n1959,1959
1996,0,n1960,1960
1997,0,n1962,1962
1998,0,n1961,1961
1999,0,n1961,1968
2000,0,n1963,1963
2001,0,n1964,1964
2002,0,n1965,1965
2003,0,n1966,1966
2004,1,n1968,undefined
2005,0,n1967,1967
2006,0,n1969,1969
2007,0,n1970,1970
2008,0,n1971,1971
2009,0,n1973,1973
2010,0,n1972,1972
2011,0,n1974,1974
2012,0,n1975,1975
2013,0,n1976,1976
2014,0,n1977,1977
2015,0,n1978,1978
2016,0,n1979,1979
2017,0,n1980,1980
2018,0,n1981,1981
2019,0,n1983,1983
2020,0,n1983,1988
2021,0,n1982,1982
2022,0,n1984,1984
2023,0,n1985,1985
2024,0,n1986,1986
2025,0,n1989,1989
2026,1,n1988,undefined
2027,0,n1987,1987
2028,0,n1990,1990
2029,0,n1991,1991
2030,0,n1992,1992
2031,0,n1993,1993
2032,0,n1995,1995
2033,0,n1994,1994
2034,0,n1996,1996
2035,0,n1997,1997
2036,0,n1998,1998
2037,0,n1999,1999
2038,0,n2000,2000
2039,0,n2001,2001
2040,0,n2002,2002
2041,0,n2003,2003
2042,0,n2005,2005
2043,0,n2004,2004
2044,0,n2007,2007
2045,0,n2006,2006
2046,0,n2009,2009
2047,0,n2008,2008
2048,0,n2010,2010
2049,0,n2011,2011
2050,0,n2012,2012
2051,0,n2013,2013
2052,0,n2014,2014
2053,0,n2015,2015
2054,0,n2017,2017
2055,0,n2016,2016
2056,0,n2019,2019
2057,0,n2018,2018
2058,0,n2020,2020
2059,0,n2021,2021
2060,0,n2022,2022
2061,0,n2023,2023
2062,0,n2024,2024
2063,0,n2025,2025
2064,0,n2026,2026
2065,0,n2027,2027
2066,0,n2028,2028
2067,0,n2029,2029
2068,0,n2030,2030
2069,0,n2031,2031
2070,0,n2032,2032
2071,0,n2033,2033
2072,0,n2034,2034
2073,0,n2035,2035
2074,0,n2036,2036
2075,0,n2037,2037
2076,0,n2038,2038
2077,0,n2039,2039
2078,0,n2040,2040
2079,0,n2041,2041
2080,0,n2042,2042
2081,0,n2044,2044
2082,0,n2043,2043
2083,0,n2045,2045
2084,0,n2046,2046
2085,0,n2047,2047
2086,0,n2048,2048
2087,0,n2049,2049
2088,0,n2050,2050
2089,0,n2051,2051
2090,0,n2052,2052
2091,0,n2053,2053
2092,0,n2054,2054
2093,0,n2055,2055
2094,0,n2056,2056
2095,0,n2057,2057
2096,0,n2058,2058
2097,0,n2059,2059
2098,0,n2060,2060
2099,0,n2066,2066
2100,0,n2065,2065
2101,0,n2061,2061
2102,0,n2062,2062
2103,0,n2064,2064
2104,0,n2063,2063
2105,0,n2067,2067
2106,0,n2068,2068
2107,0,n2069,2069
2108,0,n2070,2070
2109,0,n2071,2071
2110,0,n2074,2074
2111,0,n2075,2075
2112,0,n2076,2073
2113,0,n2076,2076
2114,0,n2077,2077
2115,0,n2078,2078
2116,0,n2079,2079
2117,0,n2080,2080
2118,0,n2082,2082
2119,0,n2081,2081
2120,0,n2083,2083
2121,0,n2085,2085
2122,0,n2084,2084
2123,0,n2086,2086
2124,0,n2087,2087
2125,0,n2088,2088
2126,0,n2089,2089
2127,0,n2090,2090
2128,0,n2091,2091
2129,0,n2092,2092
2130,0,n2093,2093
2131,0,n2094,2094
2132,0,n2095,2095
2133,0,n2096,2096
2134,0,n2097,2097
2135,0,n2098,2098
2136,0,n2099,2099
2137,0,n2100,2100
2138,0,n2101,2101
2139,0,n2101,2104
2140,0,n2106,2106
2141,0,n2107,2107
2142,1,n2102,undefined
2143,0,n2103,2103
2144,1,n2104,undefined
2145,0,n2105,2105
2146,0,n2108,2108
2147,0,n2109,2109
2148,0,n2110,2110
2149,0,n2111,2111
2150,0,n2111,2113
2151,0,n2112,2112
2152,0,n2112,2114
2153,0,n2112,2117
2154,0,n2115,2115
2155,0,n2116,2116
2156,1,n2117,undefined
2157,0,n2118,2118
2158,0,n2119,2119
2159,0,n2120,2120
2160,0,n2121,2121
2161,0,n2123,2123
2162,0,n2122,2122
2163,0,n2124,2124
2164,0,n2125,2125
2165,0,n2126,2126
2166,0,n2126,2130
2167,0,n2127,2127
2168,0,n2128,2128
2169,0,n2129,2129
2170,0,n2130,2133
2171,0,n2131,2131
2172,0,n2132,2132
2173,0,n2134,2134
2174,1,n2133,undefined
2175,0,n2135,2135
2176,0,n2137,2137
2177,0,n2136,2136
2178,0,n2138,2138
2179,0,n2140,2140
2180,0,n2139,2139
2181,0,n2141,2141
2182,0,n2142,2142
2183,0,n2143,2143
2184,0,n2145,2145
2185,0,n2144,2144
2186,0,n2146,2146
2187,0,n2147,2147
2188,0,n2148,2148
2189,0,n2149,2149
2190,0,n2150,2150
2191,0,n2152,2152
2192,0,n2151,2151
2193,0,n2153,2153
2194,0,n2154,2154
2195,0,n2155,2155
2196,0,n2156,2156
2197,0,n2158,2158
2198,0,n2157,2157
2199,0,n2159,2159
2200,0,n2161,2161
2201,0,n2160,2160
2202,0,n2162,2162
2203,0,n2163,2163
2204,0,n2164,2164
2205,0,n2166,2166
2206,0,n2165,2165
2207,0,n2167,2167
2208,0,n2168,2168
2209,0,n2169,2169
2210,0,n2169,2171
2211,0,n2170,2170
2212,1,n2171,undefined
2213,0,n2173,2173
2214,0,n2172,2172
2215,0,n2174,2174
2216,0,n2174,2177
2217,0,n2176,2176
2218,0,n2175,2175
2219,1,n2177,undefined
2220,0,n2179,2179
2221,0,n2178,2178
2222,0,n2180,2180
2223,0,n2182,2182
2224,0,n2181,2181
2225,0,n2183,2183
2226,0,n2184,2184
2227,0,n2185,2185
2228,0,n2185,2188
2229,0,n2186,2186
2230,0,n2187,2187
2231,0,n2188,2190
2232,0,n2189,2189
2233,1,n2190,undefined
2234,0,n2191,2191
2235,0,n2192,2192
2236,0,n2194,2194
2237,0,n2193,2193
2238,0,n2195,2195
2239,0,n2197,2197
2240,0,n2196,2196
2241,0,n2198,2198
2242,0,n2200,2200
2243,0,n2199,2199
2244,0,n2201,2201
2245,0,n2203,2203
2246,0,n2202,2202
2247,0,n2204,2204
2248,0,n2205,2205
2249,0,n2206,2206
2250,0,n2208,2208
2251,0,n2207,2207
2252,0,n2209,2209
2253,0,n2210,2210
2254,0,n2211,2211
2255,0,n2212,2212
2256,0,n2213,2213
2257,0,n2214,2214
2258,0,n2215,2215
2259,0,n2216,2216
2260,0,n2218,2218
2261,0,n2217,2217
2262,0,n2219,2219
2263,0,n2220,2220
2264,0,n2221,2221
2265,1,n2222,undefined
2266,1,n2223,undefined
2267,1,n2225,undefined
2268,0,n2224,2224
2269,0,n2226,2223
2270,0,n2226,2226
2271,0,n2228,2228
2272,0,n2227,2227
2273,0,n2229,2229
2274,0,n2230,2230
2275,0,n2231,2231
2276,0,n2232,2232
2277,0,n2233,2233
2278,0,n2234,2234
2279,0,n2235,2235
2280,0,n2236,2236
2281,0,n2238,2238
2282,0,n2237,2237
2283,0,n2237,2241
2284,0,n2237,2244
2285,0,n2237,2247
2286,0,n2240,2240
2287,0,n2243,2243
2288,0,n2245,2245
2289,0,n2246,2246
2290,1,n2247,undefined
2291,0,n2248,2248
2292,0,n2248,2250
2293,0,n2249,2249
2294,1,n2250,undefined
2295,0,n2251,2251
2296,0,n2252,2252
2297,0,n2253,2253
2298,0,n2256,2256
2299,0,n2254,2254
2300,0,n2255,2255
2301,0,n2257,2257
2302,0,n2258,2258
2303,0,n2259,2259
2304,0,n2260,2260
2305,0,n2261,2261
2306,0,n2261,2263
2307,0,n2262,2262
2308,0,n2264,2264
2309,1,n2263,undefined
2310,0,n2266,2266
2311,0,n2265,2265
2312,0,n2265,2268
2313,0,n2270,2270
2314,0,n2271,2271
2315,0,n2269,2269
2316,1,n2272,undefined
2317,1,n2273,undefined
2318,0,n2274,2272
2319,0,n2274,2274
2320,0,n2275,2275
2321,0,n2278,2278
2322,0,n2276,2276
2323,0,n2277,2277
2324,0,n2279,2279
2325,0,n2280,2280
2326,0,n2281,2281
2327,0,n2282,2282
2328,0,n2283,2283
2329,0,n2283,2285
2330,0,n2284,2284
2331,0,n2286,2286
2332,1,n2285,undefined
2333,0,n2287,2287
2334,0,n2288,2288
2335,0,n2288,2290
2336,0,n2291,2291
2337,0,n2292,2289
2338,0,n2292,2292
2339,0,n2293,2293
2340,0,n2294,2294
2341,1,n2295,undefined
2342,0,n2296,2296
2343,0,n2296,2298
2344,0,n2297,2297
2345,1,n2298,undefined
2346,0,n2299,2299
2347,0,n2300,2300
2348,0,n2301,2301
2349,0,n2302,2302
2350,0,n2303,2303
2351,0,n2304,2304
2352,0,n2305,2305
2353,0,n2306,2306
2354,0,n2307,2307
2355,0,n2308,2308
2356,0,n2309,2309
2357,0,n2310,2310
2358,0,n2311,2311
2359,0,n2312,2312
2360,0,n2313,2313
2361,0,n2314,2314
2362,0,n2315,2315
2363,0,n2317,2317
2364,0,n2318,2318
2365,0,n2316,2316
2366,0,n2319,2319
2367,0,n2320,2320
2368,0,n2321,2321
2369,0,n2322,2322
2370,0,n2323,2323
2371,0,n2325,2325
2372,0,n2324,2324
2373,0,n2326,2326
2374,0,n2327,2327
2375,0,n2330,2330
2376,0,n2330,2332
2377,0,n2329,2329
2378,0,n2328,2328
2379,0,n2331,2331
2380,0,n2333,2333
2381,0,n2334,2334
2382,0,n2335,2335
2383,0,n2336,2336
2384,0,n2337,2337
2385,0,n2338,2338
2386,0,n2339,2339
2387,0,n2340,2340
2388,1,n2341,undefined
2389,0,n2342,2342
2390,0,n2343,2343
2391,0,n2344,2344
2392,0,n2345,2345
2393,0,n2346,2346
2394,0,n2347,2347
2395,0,n2348,2348
2396,0,n2349,2349
2397,0,n2350,2350
2398,0,n2351,2351
2399,0,n2352,2352
2400,0,n2353,2353
2401,0,n2354,2354
2402,0,n2355,2355
2403,0,n2356,2356
2404,0,n2357,2357
2405,0,n2358,2358
2406,0,n2359,2359
2407,0,n2360,2360
2408,0,n2361,2361
2409,0,n2363,2363
2410,0,n2364,2364
2411,0,n2362,2362
2412,0,n2365,2365
2413,0,n2366,2366
2414,0,n2367,2367
2415,0,n2368,2368
2416,0,n2369,2369
2417,0,n2371,2371
2418,0,n2372,2372
2419,0,n2370,2370
2420,0,n2373,2373
2421,0,n2375,2375
2422,0,n2374,2374
2423,0,n2374,2376
2424,0,n2377,2377
2425,0,n2378,2378
2426,0,n2379,2379
2427,0,n2381,2381
2428,0,n2380,2380
2429,0,n2380,2383
2430,0,n2382,2382
2431,0,n2384,2384
2432,1,n2383,undefined
2433,0,n2385,2385
2434,0,n2386,2386
2435,0,n2387,2387
2436,0,n2388,2388
2437,0,n2389,2389
2438,0,n2391,2391
2439,0,n2390,2390
2440,0,n2393,2393
2441,0,n2392,2392
2442,0,n2395,2395
2443,0,n2394,2394
2444,0,n2397,2397
2445,0,n2396,2396
2446,0,n2398,2398
2447,0,n2399,2399
2448,0,n2401,2401
2449,0,n2400,2400
2450,0,n2402,2402
2451,0,n2403,2403
2452,0,n2404,2404
2453,0,n2406,2406
2454,0,n2405,2405
2455,0,n2407,2407
2456,0,n2408,2408
2457,0,n2410,2410
2458,0,n2409,2409
2459,0,n2412,2412
2460,0,n2411,2411
2461,0,n2414,2414
2462,0,n2413,2413
2463,0,n2415,2415
2464,0,n2416,2416
2465,0,n2417,2417
2466,0,n2418,2418
2467,0,n2419,2419
2468,0,n2420,2420
2469,0,n2421,2421
2470,0,n2422,2422
2471,0,n2423,2423
2472,0,n2424,2424
2473,0,n2425,2425
2474,0,n2426,2426
2475,0,n2429,2429
2476,0,n2427,2427
2477,0,n2428,2428
2478,1,n2430,undefined
2479,1,n2431,undefined
2480,0,n2432,2432
2481,0,n2433,2433
2482,0,n2434,2434
2483,0,n2435,2435
2484,0,n2436,2436
2485,0,n2438,2438
2486,0,n2437,2437
2487,0,n2437,2440
2488,0,n2441,2441
2489,0,n2442,2442
2490,0,n2443,2443
2491,0,n2444,2444
2492,0,n2445,2445
2493,0,n2446,2446
2494,0,n2447,2447
2495,0,n2449,2449
2496,0,n2448,2448
2497,0,n2448,2451
2498,0,n2452,2452
2499,0,n2453,2453
2500,0,n2454,2454
2501,0,n2455,2455
2502,0,n2457,2457
2503,0,n2456,2456
2504,0,n2458,2458
2505,0,n2460,2460
2506,0,n2459,2459
2507,0,n2459,2462
2508,0,n2463,2463
2509,0,n2464,2464
2510,0,n2465,2465
2511,0,n2466,2466
2512,0,n2468,2468
2513,0,n2467,2467
2514,0,n2469,2469
2515,0,n2471,2471
2516,0,n2470,2470
2517,0,n2472,2472
2518,0,n2473,2473
2519,0,n2474,2474
2520,0,n2474,2476
2521,0,n2475,2475
2522,1,n2476,undefined
2523,0,n2477,2477
2524,0,n2478,2478
2525,0,n2479,2479
2526,0,n2480,2480
2527,0,n2482,2482
2528,0,n2481,2481
2529,0,n2483,2483
2530,0,n2484,2484
2531,0,n2485,2485
2532,0,n2486,2486
2533,0,n2487,2487
2534,0,n2488,2488
2535,0,n2489,2489
2536,0,n2490,2490
2537,0,n2492,2492
2538,0,n2491,2491
2539,0,n2494,2494
2540,0,n2493,2493
2541,0,n2496,2496
2542,0,n2495,2495
2543,0,n2497,2497
2544,0,n2498,2498
2545,0,n2499,2499
2546,0,n2501,2501
2547,0,n2500,2500
2548,0,n2502,2502
2549,0,n2503,2503
2550,0,n2505,2505
2551,0,n2504,2504
2552,0,n2507,2507
2553,0,n2506,2506
2554,0,n2509,2509
2555,0,n2508,2508
2556,0,n2510,2510
2557,0,n2511,2511
2558,0,n2512,2512
2559,0,n2513,2513
2560,0,n2514,2514
2561,0,n2515,2515
2562,0,n2516,2516
